betas_1,betas_2,betas_3,betas_4,betas_5,betas_6,betas_7,betas_8
0.000424652073596142,0.0906343435790072,0.23773641632152,0.312927308451013,0.037852405673764,0.0898704959766181,0.250186120376309,-0.0151987324809794
0.000217276663169755,0.0565269399948908,0.0697655993603287,0.151816019215766,0.0197785269336649,0.197082916611525,0.218262952665269,0.28737629596695
0.000284105416393998,0.0740291121491301,0.0993014180822788,0.0123492348161547,0.0146214203337287,0.202161250756605,0.222422614331807,0.297352352656625
0.000174778850124097,0.0228572590992376,0.128034788471693,0.0122292751707799,0.0100685239190119,0.171674861511832,0.310765223162884,0.267388512834113
6.98418544279258e-05,-0.000692074488429447,0.148405600365838,0.0443012976725458,0.00942684019288056,0.185949699087351,0.282523650784906,0.238269251782325
6.36586837867613e-05,0.0037450748869432,0.106317209181845,0.020703761963954,0.00652866673493073,0.187384869595839,0.218769674026561,0.359521138892134
9.76079456472498e-05,0.0039887217330976,0.173204013357513,0.0436638296791715,0.00334735971742631,0.0816544688335167,0.330692244089361,0.356437224819154
7.2301273560834e-05,0.0361252543446056,0.0686184428551274,0.0336301892134792,0.00271585506532657,0.17843119184082,0.274113247291166,0.298411983043555
2.92541303254388e-05,0.0131559178605201,0.14274165713266,0.0421706340528642,0.0051289583223873,0.205917872969685,0.23320282734952,0.267921143083589
-1.63615125693556e-06,0.0235859227259751,0.0539646054286021,0.0714036125492739,0.00405017820437178,0.160283103696844,0.308519594366002,0.298111592968656
1.49331664112622e-05,0.0214724591954759,0.0220374066529097,0.00447528792273,0.00121105331204359,0.171879409669168,0.293477768013388,0.370734002544687
2.33752806513791e-05,0.0065907374446118,0.0153376282892352,0.0888566353095942,0.00327071717247544,0.12457951724386,0.28934443616753,0.340680441198457
5.16665023812169e-05,0.0441160500384851,-0.0101122446254763,0.117600456873641,0.000727629869508224,0.151447442708318,0.328754028590406,0.258511092484257
-1.06429598714867e-05,0.0213662435200998,0.0785380210124074,0.0248375849616031,0.000425733504627681,0.139504797632561,0.367475581884899,0.266081254119759
-2.78273129648654e-05,-0.0243931949739331,0.152629214065702,0.0038868532445955,0.000508432526432563,0.137304648038916,0.35900921311396,0.282818683126224
-4.41907406084438e-05,0.0175148757107966,0.0493687524953659,0.0492358363257191,0.00307520913265592,0.147586153497331,0.23891683780772,0.380075786378136
6.65437138848615e-06,0.00676108661595046,0.0856212003303487,0.0643161911105455,-0.000262913707211336,0.104844387199144,0.366677931558126,0.241978052449022
-3.25292427785957e-05,0.0982760699691266,-0.00977198045559692,0.0577309200421207,0.00117704567833374,0.185207786669091,0.278863956842675,0.281535706303876
1.62503635406306e-05,0.0503742278688511,0.0711006549309978,0.0412197411245231,0.00183245011559418,0.109544682501725,0.283130134588083,0.309069828407743
-7.54574517670635e-05,0.0537334719320288,-0.0147582704487241,0.0747827288511948,0.00031837797398389,0.133532289761417,0.327665128257503,0.332317353282736
-2.68976548613907e-05,0.0153676802196256,0.0424203407592285,-0.00632029810111962,0.000863707991799008,0.222547951775467,0.315007287928084,0.27619463188685
-3.5833703982999e-05,0.00530511870222388,0.00129215320601997,0.0786699708081627,-0.000209448978312422,0.152448120102021,0.261492836018056,0.378403388041843
-2.77854141899705e-05,0.0175631318499578,0.0308393013190382,0.0758157104770944,-0.000645131143985758,0.1403536625846,0.372405249268292,0.276316986971423
-4.99056028886982e-06,0.0256118934125851,0.0633115009344751,0.0440878604435132,0.00336803421431379,0.0962148707223132,0.246721191838327,0.372139189738527
3.89310589706621e-05,-0.00480050842019063,0.135713085203324,0.00219217194050225,0.00121932571777797,0.158742764498137,0.313192079738399,0.271225190559829
-4.6938781856469e-05,0.0413369929022611,0.00389835740466388,0.0777869310045171,0.00190657898896688,0.188395511536692,0.280979905257692,0.341240850730208
-4.14791572008299e-05,0.00525747573195336,0.066109715806739,0.121765989622767,0.00234323456638168,0.0918921568380723,0.306457982403391,0.321134589793941
-1.42919025929328e-05,0.00778971280441693,0.0078142124611106,0.102705369675387,-0.00203345739452428,0.13285077097676,0.276490953200534,0.377497404101226
1.04968309080435e-05,0.0319470015397709,0.051211080104966,0.0332383229300586,-0.000920547945426008,0.161306897849413,0.247158785030088,0.352004796496647
-5.90739128089019e-05,-0.000833711943474813,0.0976140188224316,-0.00312319836743858,0.0018923959432677,0.14594379983557,0.414743450013764,0.308389555408978
-2.39624902006285e-05,0.0336059502574829,-0.00988940958055109,0.109925545209442,0.000337610293277737,0.150640004261081,0.266975139215531,0.409379832635921
-5.98808026264696e-06,0.0171467431435039,-0.0302560707543202,0.0848642040433355,-2.51492552457156e-05,0.159114788576585,0.192932232081668,0.465352244477476
-2.98027513921333e-05,0.0109718222368418,0.064060308932845,0.018565887254666,0.00152210571099485,0.11791753967027,0.321022749889049,0.372278420190573
-3.99074195019099e-05,0.000196757957660886,0.0965915420273011,0.0128115403623161,0.000475261642929449,0.125350125225178,0.345396202884701,0.375060212831044
-1.89271636153296e-05,0.00793464761866085,0.01779138751222,0.0815555159956141,0.00179674130125559,0.200793234033151,0.227219544250681,0.375132227008448
-4.19928578485455e-05,-0.0167392117049975,-0.0150855191419354,0.118332489116121,-0.00106124042447929,0.154524380461909,0.213019407182099,0.487681013010429
-2.19281491911956e-05,0.00050572599566173,0.0626423300815949,0.026373456511411,0.00190584560530247,0.157877982802498,0.369600775881035,0.338591111845753
-2.55401485197395e-05,-0.00761142118100424,0.0673871287623893,0.0993317931848411,-0.00277572535407264,0.12127663367573,0.279219727672828,0.402860264019454
-3.97496621355518e-05,0.0445899848601162,-0.0141245391490272,-0.00690929169504955,-0.00162832163559809,0.171580843979535,0.335148288873374,0.437913166431597
-1.56662763776612e-05,0.0325871878106751,0.000155515105480401,0.084030633841964,-0.00149224033918599,0.161070465691667,0.308682345162281,0.378730851224719
-1.09999509331715e-05,0.0232176657964162,0.0101493411298071,0.0570759394654844,0.000825547299708675,0.170610803806353,0.342130720304629,0.341407082602485
-5.28546229654545e-05,0.034656106792618,0.0560666262963879,0.0237785487553615,0.000197385737330274,0.133966447447481,0.305300769590931,0.440976667435508
