betas_1,betas_2,betas_3,betas_4,betas_5,betas_6,betas_7,betas_8
1.12705519551831e-06,0.014814444217884,0.085839590703978,-0.00462398385995067,0.000877987439802944,0.124220666738654,0.324927895587282,0.425105321922227
-7.65512856198117e-06,-0.0213737960589636,0.0794471954931733,0.0438102862028422,0.000412527192378686,0.176130674175377,0.226677700138743,0.447886303052479
-1.42772872190394e-05,0.0341919531984712,0.0830929257224114,0.016265502653345,0.000384171961747428,0.187136312173692,0.242948380352798,0.412569529951614
-1.92699646850408e-05,-0.0165438294902129,0.104378346320999,-0.0156396310337955,-0.000326057027454225,0.131160340585079,0.365981967206957,0.435354350092352
-3.89618812705946e-05,0.00766149689762202,0.0738384216119988,0.0198020665320645,-0.00115441687685825,0.122317013941799,0.315971259997013,0.498779130198983
7.75503584522658e-06,0.0266188925623069,0.112782132613311,0.0222669504230337,0.00150480522480351,0.133005918426633,0.350126907094572,0.306129044956927
-7.96814468827241e-06,0.00163049677160898,0.0448484979047979,0.0797098632533816,0.000264697961521946,0.161966096542652,0.285727735169737,0.45032013361795
-5.34383320679593e-05,0.0205378238511137,0.0130727717945514,0.0933466728001448,-0.000236420041246441,0.126627231756433,0.367358316308929,0.444497652281421
-2.21111256720835e-05,0.000274366452020072,0.142638944383123,0.019551613381553,0.00324223508433773,0.151782430854353,0.37433556771197,0.32693013853464
-1.75232125833672e-05,0.0149235348988307,0.0297762342665948,0.0546389309356639,-0.00158093310955202,0.146080042311038,0.343412741179789,0.457642413171358
-1.56846312753077e-05,0.0172340670218768,0.0959707252066128,0.0277388735770039,-0.000850050262489757,0.240239362042415,0.261314106164534,0.391522640377826
-4.93217439793144e-05,-0.0287073499925948,0.0378972632095582,0.105287064267094,7.95510681235138e-05,0.217969725775759,0.275908103575574,0.471529995039671
8.8183760186744e-05,0.0131012992035451,0.0276751926288544,0.0738737357133753,-0.000497309624446579,0.171851633041501,0.181145570724997,0.585752946609344
7.37472681482108e-06,0.0325061954740985,0.0944848915464349,0.0450812621283656,0.000427710060375785,0.206708481590784,0.355840659941358,0.293108505535464
7.61910336573913e-06,0.00328031886240688,0.0527404219539117,0.0719324186706364,-0.00160732350202039,0.170928921426832,0.409600652212797,0.349622226386874
-6.00650454784187e-06,-0.00707299066448046,0.0463166716901095,0.145753833080378,-0.00217074255905524,0.349991850037729,0.294714889376213,0.247027041803248
-2.93085380831284e-05,0.0431439893235369,0.00950487301982284,0.138544734564909,0.000918690599501107,0.359705719826595,0.378443702040391,0.110713199989147
-4.70665235358494e-05,0.0629568260935263,-0.0678061223382728,0.100720647302451,-0.00143342122826319,0.255675388519309,0.3358271582745,0.430400290031838
-2.56176337924062e-05,0.00400959114446422,0.0242681774937608,0.127559624145384,0.0018817033578197,0.156227875385329,0.394664215184125,0.373988500842915
-2.72463289496615e-05,0.0235738155114506,-0.0306549718970995,0.10206397756568,0.00103848626869626,0.134804592539954,0.409472118019043,0.409127680504175
-3.12207365412269e-05,0.0480310173671031,0.0461493282854811,0.0745951246325245,0.0025179040462042,0.116304733917303,0.360411371656955,0.405066591699826
-3.14512959476991e-05,0.0192596533314005,0.0431059952263994,0.0490462655133139,-0.000348157216911925,0.174115096760643,0.289786971648507,0.501859265462658
-5.93758133349399e-06,0.0101834560425519,0.00435642472421835,0.144958818243991,0.0017856532228302,0.203554088940993,0.341112718797535,0.314314525140539
-2.28970703301211e-05,-0.00259947473401378,0.147931778256891,0.104711771091533,-4.47653137977402e-05,0.134324725352653,0.356420543663209,0.314067472744532
-4.98805991379416e-05,-0.0112113721331925,0.168303681046881,-0.0252123975248273,0.00222304983051431,0.0747131057731293,0.509135466734755,0.429305303278013
-5.44745125777393e-05,0.0274035618048136,0.0555481159639367,0.101782612965785,-0.00025803631786894,0.115971801889674,0.300378586097381,0.522616566385007
-3.47743598330853e-05,0.0151637872439067,0.0659239138103694,0.0130875184862811,0.0018189825724846,0.215062335622819,0.355527661467092,0.41740604476574
-3.03894662040596e-05,0.0390131061320339,-0.0330435845311538,0.109522641425069,0.000166266141870219,0.148393565838693,0.353934098373388,0.479204097675008
-3.03730994912559e-05,-0.00087953024750226,0.0779963555786763,0.0577379357322091,-0.000490761213004766,0.0708199326325278,0.419335442009388,0.454431998736125
-1.74275553393047e-05,0.0229873388135576,0.135826618434749,0.0237157007706436,-0.000485285145059564,0.0682288505958099,0.372933429279634,0.444257460774893
1.66015963145361e-05,0.0251543352017155,0.0811350610578567,0.112279176448303,0.000959243388891047,0.147863185634329,0.442004665000192,0.25099154302314
-1.23632201072036e-05,0.00919786774246927,0.148417178673254,0.0341093204476765,0.00191820588647323,0.157110755833153,0.308761894484895,0.390077489402816
-4.52796651026215e-05,0.00430591563464871,0.119058477700155,0.136723137378851,0.00352185685274384,0.157230819506283,0.259194999819435,0.443831630181609
6.29855296629686e-05,0.064417179933198,0.0756732165295101,0.0381977117119788,0.00084524216682384,0.219453802178532,0.290449601433385,0.331281750746155
-1.26059640871588e-05,-0.00158966459418169,0.303344260496695,0.0739071565903025,-0.000619734504663256,0.24037048906766,0.306928433160709,0.148196914789073
0.000155961989752559,0.0735622318990302,0.114517441419125,0.0825980977835478,0.00507692209393252,0.202104780132379,0.421087258790151,0.0936425174296138
